,time,open,high,low,close,volume
476,2025-10-24,32.75,32.8,30.95,30.95,51360700
477,2025-10-27,31.0,32.9,30.8,31.0,56368900
478,2025-10-28,31.5,32.0,30.85,32.0,27812200
479,2025-10-29,32.05,32.2,31.1,31.5,26712800
480,2025-10-30,31.6,31.6,29.3,29.3,65614800
481,2025-10-31,29.0,29.9,27.55,28.0,47723100
482,2025-11-03,28.0,28.15,26.05,26.05,70721900
483,2025-11-04,25.7,27.85,25.7,27.85,63196200
484,2025-11-05,27.85,27.85,26.75,27.05,32145600
485,2025-11-06,27.0,27.2,26.05,26.25,26169600
486,2025-11-07,26.25,26.65,24.5,24.5,32217700
487,2025-11-10,24.35,24.85,23.0,23.4,60743300
488,2025-11-11,23.7,24.4,23.2,24.35,41135600
489,2025-11-12,24.8,25.75,24.35,25.45,52122100
490,2025-11-13,25.5,25.55,24.8,25.0,36123000
491,2025-11-14,24.9,26.25,24.7,25.8,47746700
492,2025-11-17,25.95,26.15,25.55,26.0,30010300
493,2025-11-18,26.1,26.7,25.6,26.0,44335700
