Unnamed: 0,time,open,high,low,close,volume,SMA_5,SMA_20,EMA_10,Momentum_3,Momentum_10,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,OBV
0,2023-11-24,12.42,12.65,11.88,12.65,56872317,12.65,12.65,12.65,-0.009486166007905195,0.035573122529644285,0.0,0.0,12.65,12.65,12.99740115370178,11.922598846298222,0.0
1,2023-11-27,12.65,12.65,12.23,12.27,22106287,12.46,12.46,12.58090909090909,-0.009486166007905195,0.035573122529644285,0.0,0.030313390313390087,12.574000000000002,12.46,12.99740115370178,11.922598846298222,-22106287.0
2,2023-11-28,12.27,12.42,11.81,12.38,35577979,12.433333333333332,12.433333333333332,12.544380165289255,-0.009486166007905195,0.035573122529644285,0.28947368421053454,0.044942817022588955,12.535200000000003,12.433333333333332,12.824400250028333,12.04226641663833,13471692.0
3,2023-11-29,12.49,12.61,12.34,12.53,24057246,12.4575,12.4575,12.541765589782116,-0.009486166007905195,0.035573122529644285,0.6842105263157805,0.04392663775461081,12.534160000000004,12.4575,12.791116546352246,12.123883453647753,37528938.0
4,2023-11-30,12.46,12.87,12.46,12.49,38618995,12.464,12.464,12.532353664367186,0.01792991035044822,0.035573122529644285,0.6190476190476204,0.04582078063292094,12.525328000000005,12.464,12.754379062606105,12.173620937393896,-1090057.0
5,2023-12-01,12.65,12.84,12.42,12.72,29428437,12.478,12.506666666666668,12.566471179936787,0.02746365105008075,0.035573122529644285,1.1666666666666714,0.028435043222675205,12.564262400000006,12.506666666666668,12.84005332906735,12.173280004265985,28338380.0
6,2023-12-04,13.07,13.6,13.03,13.56,68855918,12.736,12.657142857142857,12.747112783584644,0.08220271348762975,0.035573122529644285,3.1666666666666714,-0.052518854101279544,12.763409920000004,12.657142857142857,13.509567969060948,11.804717745224766,97194298.0
7,2023-12-05,13.56,13.67,13.41,13.48,32039232,12.956,12.76,12.880365004751072,0.07926341072858278,0.035573122529644285,2.6599999999999966,-0.10896400039097465,12.906727936000005,12.76,13.740495501555936,11.779504498444064,65155066.0
8,2023-12-06,13.48,13.83,13.41,13.75,29391050,13.2,12.87,13.038480458432694,0.08097484276729561,0.035573122529644285,3.200000000000003,-0.1734841121519466,13.075382348800005,12.87,13.999955751346041,11.740044248653957,94546116.0
9,2023-12-07,13.75,13.79,12.95,13.29,73901842,13.36,12.912,13.084211284172204,-0.019911504424778848,0.035573122529644285,1.6666666666666714,-0.1853618736495548,13.118305879040005,12.912,14.009949604186518,11.814050395813483,20644274.0
10,2023-12-08,13.33,13.41,12.95,13.1,23887806,13.436000000000002,12.92909090909091,13.087081959777258,-0.028189910979228516,0.035573122529644285,1.3913043478260931,-0.17739873096364,13.114644703232006,12.92909090909091,13.976848688177451,11.881333130004368,-3243532.0
11,2023-12-11,12.95,13.18,12.65,13.03,41146251,13.330000000000002,12.9375,13.076703421635937,-0.05236363636363639,0.061939690301548556,1.3114754098360635,-0.1635541179651181,13.097715762585606,12.9375,13.938195212884976,11.936804787115024,-44389783.0
12,2023-12-12,13.1,13.22,12.99,13.03,12591758,13.239999999999998,12.944615384615386,13.068211890429403,-0.019563581640331007,0.0525040387722131,1.3114754098360635,-0.1508433343569866,13.084172610068485,12.944615384615386,13.904081047875076,11.985149721355695,-44389783.0
13,2023-12-13,13.18,13.22,12.65,12.65,28229674,13.02,12.92357142857143,12.992173364896784,-0.03435114503816794,0.009577015163607427,1.0,-0.10885234054027926,12.99733808805479,12.92357142857143,13.85875079081187,11.98839206633099,-72619457.0
14,2023-12-14,12.84,12.87,12.49,12.53,24080111,12.868,12.897333333333334,12.908141844006458,-0.038372985418265504,0.0032025620496396456,0.9302325581395365,-0.06514028167487851,12.903870470443833,12.897333333333334,13.821128816780885,11.973537849885783,-96699568.0
15,2023-12-15,12.49,12.87,12.42,12.57,24040417,12.762,12.876875,12.846661508732556,-0.03530314658480427,-0.011792452830188704,1.2238805970149258,-0.033341485906547064,12.837096376355067,12.876875,13.784229212348555,11.969520787651446,-72659151.0
16,2023-12-18,12.65,12.68,12.46,12.49,12673206,12.654,12.854117647058825,12.781813961690272,-0.012648221343873556,-0.07890855457227142,1.0774647887323994,-0.0016661731432474625,12.767677101084054,12.854117647058825,13.752478900217302,11.955756393900348,-85332357.0
17,2023-12-19,12.49,12.8,12.46,12.8,16403000,12.608,12.851111111111111,12.785120514110222,0.021548284118116712,-0.05044510385756673,1.1901408450704167,-0.0015596896604002097,12.774141680867244,12.851111111111111,13.72302284136795,11.979199380854272,-68929357.0
18,2023-12-20,12.87,13.07,12.72,12.91,17485550,12.66,12.85421052631579,12.80782587518109,0.02704852824184556,-0.061090909090909085,1.3043478260869534,-0.010233416964032571,12.801313344693796,12.85421052631579,13.70198711610748,12.006433936524099,-51443807.0
19,2023-12-21,12.72,12.87,12.72,12.84,10024125,12.722,12.8535,12.813675716057254,0.028022417934347343,-0.0338600451467268,1.0827586206896598,-0.011328406538513747,12.809050675755037,12.8535,13.678689611384463,12.028310388615537,-61467932.0
20,2023-12-22,12.87,13.07,12.68,12.72,19624313,12.751999999999999,12.857,12.796643767683207,-0.006249999999999978,-0.02900763358778613,0.4649681528662484,-0.002484556130617932,12.791240540604031,12.857,13.679143539778789,12.03485646022121,-81092245.0
21,2023-12-25,12.76,13.03,12.65,12.87,19448495,12.828,12.887,12.809981264468078,-0.0030983733539892144,-0.012279355333844943,0.5906040268456394,-0.007493111439183409,12.806992432483225,12.887,13.661354739869198,12.112645260130803,-61643750.0
22,2023-12-26,12.99,13.1,12.91,13.03,15366048,12.874,12.9195,12.849984670928427,0.014797507788161912,0.0,0.5167785234899327,-0.02409533441382372,12.851593945986581,12.9195,13.657989924386955,12.181010075613043,-46277702.0
23,2023-12-27,13.1,13.29,13.03,13.03,19919955,12.898000000000001,12.9445,12.882714730759622,0.024371069182389737,0.03003952569169943,0.7475728155339851,-0.03682818336074867,12.887275156789265,12.9445,13.660996593446926,12.228003406553073,-46277702.0
24,2023-12-28,12.99,13.18,12.95,13.03,17097182,12.935999999999998,12.9715,12.909493870621509,0.01243201243201253,0.03990422984836384,0.9166666666666714,-0.04638436776804511,12.915820125431413,12.9715,13.655859862245464,12.287140137754538,-46277702.0
25,2023-12-29,13.1,13.14,12.99,13.03,13099145,12.998,12.987,12.931404075963052,0.0,0.036595067621320476,1.0,-0.05334281004991048,12.938656100345131,12.987,13.661344906284297,12.312655093715703,-46277702.0
26,2024-01-02,13.18,13.22,12.3,12.49,51750576,12.922,12.9335,12.851148789424315,-0.04144282425172674,0.0,0.5877862595419856,-0.015109762720317832,12.848924880276105,12.9335,13.58585686068609,12.281143139313912,-98028278.0
